,zipcode,type,commoncity,county,areacode
518,86401,Standard,Kingman,Mohave County,Area Code 928
519,86402,PO Box,Kingman,Mohave County,Area Code 928
520,86403,Standard,"Lake Havasu City, Lk Havasu Cty",Mohave County,Area Code 928
521,86404,Standard,"Lake Havasu City, Lk Havasu Cty",Mohave County,Area Code 928
522,86405,PO Box,"Lake Havasu City, Lk Havasu Cty",Mohave County,Area Code 928
523,86406,Standard,"Lake Havasu City, Lk Havasu Cty",Mohave County,Area Code 928
524,86409,Standard,"Kingman, Hualapai",Mohave County,Area Code 928
525,86411,Standard,"Hackberry, Kingman",Mohave County,Area Code 928
526,86412,PO Box,"Hualapai, Kingman",Mohave County,Area Code 928
527,86413,Standard,"Golden Valley, Kingman",Mohave County,Area Code 928
528,86426,Standard,"Fort Mohave, Bullhead City",Mohave County,Area Code 928
529,86427,PO Box,"Fort Mohave, Bullhead City",Mohave County,Area Code 928
530,86429,Standard,Bullhead City,Mohave County,Area Code 928
531,86430,PO Box,Bullhead City,Mohave County,Area Code 928
532,86431,PO Box,Chloride,Mohave County,Area Code 928
533,86432,PO Box,"Littlefield, Beaver Dam, Scenic",Mohave County,Area Code 928
534,86433,PO Box,Oatman,Mohave County,Area Code 928
535,86434,Standard,Peach Springs,Mohave County,Area Code 928
536,86435,PO Box,Supai,Coconino County,Area Code 928
537,86436,Standard,Topock,Mohave County,Area Code 928
538,86437,Standard,"Valentine, Kingman",Mohave County,Area Code 928
539,86438,PO Box,Yucca,Mohave County,Area Code 928
540,86439,PO Box,Bullhead City,Mohave County,Area Code 928
541,86440,Standard,Mohave Valley,Mohave County,Area Code 928
542,86441,Standard,Dolan Springs,Mohave County,Area Code 928
543,86442,Standard,Bullhead City,Mohave County,Area Code 928
544,86443,Standard,"Temple Bar Marina, Templ Bar Mar",Mohave County,Area Code 928
545,86444,Standard,Meadview,Mohave County,Area Code 928
546,86445,Standard,"Willow Beach, Kingman, White Hills",Mohave County,Area Code 928
547,86446,PO Box,"Mohave Valley, Bullhead City",Mohave County,Area Code 928
548,86502,PO Box,Chambers,Apache County,Area Code 928
549,86503,Standard,Chinle,Apache County,Area Code 928
550,86504,PO Box,Fort Defiance,Apache County,Area Code 928
551,86505,Standard,Ganado,Apache County,Area Code 928
552,86506,PO Box,Houck,Apache County,Area Code 928
553,86507,PO Box,"Lukachukai, Chinle",Apache County,Area Code 928
554,86508,PO Box,"Lupton, Houck",Apache County,Area Code 928
555,86510,PO Box,Pinon,Navajo County,Area Code 928
556,86511,PO Box,"Saint Michaels, St Michaels",Apache County,Area Code 928
557,86512,PO Box,Sanders,Apache County,Area Code 928
558,86514,Standard,Teec Nos Pos,Apache County,Area Code 928
559,86515,PO Box,Window Rock,McKinley County,Area Code 928
560,86520,PO Box,"Blue Gap, Pinon",Apache County,Area Code 928
561,86535,PO Box,"Dennehotso, Teec Nos Pos",Apache County,Area Code 928
562,86538,PO Box,"Many Farms, Chinle",Apache County,Area Code 928
563,86540,PO Box,"Nazlini, Ganado",Apache County,Area Code 928
564,86544,PO Box,"Red Valley, Teec Nos Pos",Apache County,Area Code 928
565,86545,PO Box,Rock Point,Apache County,Area Code 928
566,86547,Standard,"Round Rock, Chinle",Apache County,Area Code 928
567,86555,Standard,Douglas,Cochise County,Area Code 520
568,86556,PO Box,"Tsaile, Chinle",Apache County,Area Code 928
