,zipcode,type,commoncity,county,areacode
474,72521,Standard,Cave City,Sharp County,Area Code 870
475,72522,Standard,Charlotte,Independence County,
476,72523,Standard,Concord,Cleburne County,Area Code 870
477,72524,Standard,Cord,Independence County,
478,72525,PO Box,"Cherokee Village, Cherokee Vlg",Fulton County,Area Code 870
479,72526,PO Box,Cushman,Independence County,
480,72527,Standard,Desha,Independence County,Area Code 870
481,72528,Standard,Dolph,Izard County,Area Code 870
482,72529,Standard,"Cherokee Village, Cherokee Vlg, Hardy",Sharp County,Area Code 870
483,72530,Standard,Drasco,Cleburne County,Area Code 870
484,72531,Standard,Elizabeth,Fulton County,
485,72532,Standard,Evening Shade,Sharp County,Area Code 870
486,72533,Standard,"Fifty Six, Mountain View",Stone County,Area Code 870
487,72534,Standard,Floral,Independence County,
488,72536,Standard,Franklin,Izard County,Area Code 870
489,72537,Standard,Gamaliel,Baxter County,Area Code 870
490,72538,Standard,Gepp,Fulton County,Area Code 870
491,72539,Standard,Glencoe,Fulton County,Area Code 870
492,72540,Standard,Guion,Izard County,Area Code 870
493,72542,Standard,"Hardy, Highland",Sharp County,Area Code 870
494,72543,Standard,Heber Springs,Cleburne County,Area Code 501
495,72544,Standard,Henderson,Baxter County,Area Code 870
496,72545,Unique,Heber Springs,Cleburne County,Area Code 501
497,72546,Standard,Ida,Cleburne County,
498,72550,Standard,Locust Grove,Independence County,Area Code 870
499,72553,PO Box,Magness,Independence County,
500,72554,Standard,"Mammoth Spring, Mammoth Spg",Fulton County,Area Code 870
501,72555,Standard,Marcella,Stone County,Area Code 870
502,72556,Standard,"Melbourne, Boswell, Zion",Izard County,Area Code 870
503,72560,Standard,"Mountain View, Hanover",Stone County,Area Code 870
504,72561,Standard,"Mount Pleasant, Mt Pleasant",Izard County,Area Code 870
505,72562,Standard,Newark,Independence County,Area Code 870
506,72564,Standard,Oil Trough,Independence County,Area Code 870
507,72565,Standard,Oxford,Izard County,Area Code 870
508,72566,Standard,Pineville,Izard County,Area Code 870
509,72567,Standard,"Pleasant Grove, Pleasant Grv",Stone County,Area Code 870
510,72568,Standard,"Pleasant Plains, Pleasant Plns",Independence County,Area Code 501
511,72569,Standard,Poughkeepsie,Sharp County,Area Code 870
512,72571,Standard,Rosie,Independence County,
513,72572,Standard,Saffell,Lawrence County,Area Code 870
514,72573,Standard,Sage,Izard County,Area Code 870
515,72575,PO Box,Salado,Independence County,
516,72576,Standard,"Salem, Moko",Fulton County,Area Code 870
517,72577,Standard,Sidney,Izard County,Area Code 870
518,72578,Standard,Sturkie,Fulton County,Area Code 870
519,72579,Standard,Sulphur Rock,Independence County,
520,72581,Standard,"Tumbling Shoals, Tumbling Shls",Cleburne County,
521,72583,Standard,Viola,Fulton County,Area Code 870
522,72584,Standard,Violet Hill,Izard County,Area Code 870
523,72585,Standard,Wideman,Izard County,Area Code 870
524,72587,Standard,Wiseman,Izard County,Area Code 870
525,72601,Standard,Harrison,Boone County,Area Code 870
526,72602,PO Box,Harrison,Boone County,Area Code 870
527,72611,Standard,Alpena,Carroll County,Area Code 870
528,72613,PO Box,Beaver,Carroll County,
529,72615,PO Box,Bergman,Boone County,Area Code 870
530,72616,Standard,Berryville,Carroll County,Area Code 870
531,72617,Standard,"Big Flat, Harriet",Baxter County,Area Code 870
532,72619,Standard,Bull Shoals,Marion County,Area Code 870
533,72623,Standard,Clarkridge,Baxter County,Area Code 870
534,72624,Standard,Compton,Newton County,Area Code 870
535,72626,Standard,Cotter,Baxter County,Area Code 870
536,72628,Standard,Deer,Newton County,Area Code 479Area Code 870
537,72629,Standard,Dennard,Van Buren County,Area Code 501
538,72630,PO Box,Diamond City,Boone County,Area Code 870
539,72631,Standard,"Eureka Springs, Busch, Eureka Spgs, Holiday Island, Holi...",Carroll County,Area Code 479
540,72632,Standard,"Eureka Springs, Eureka Spgs",Carroll County,Area Code 479
541,72633,Standard,Everton,Boone County,Area Code 870
542,72634,Standard,Flippin,Marion County,Area Code 870
543,72635,Standard,Gassville,Baxter County,Area Code 870
544,72636,PO Box,Gilbert,Searcy County,Area Code 870
545,72638,Standard,Green Forest,Carroll County,Area Code 870
546,72639,Standard,"Harriet, Cozahome",Searcy County,Area Code 870
547,72640,Standard,Hasty,Newton County,Area Code 870
548,72641,Standard,Jasper,Newton County,Area Code 870
549,72642,Standard,Lakeview,Baxter County,Area Code 870
550,72644,Standard,"Lead Hill, Diamond City",Boone County,Area Code 870
551,72645,Standard,Leslie,Searcy County,Area Code 870
552,72648,Standard,Marble Falls,Newton County,Area Code 870
553,72650,Standard,Marshall,Searcy County,Area Code 870
554,72651,Standard,Midway,Baxter County,Area Code 870
555,72653,Standard,"Mountain Home, Salesville",Baxter County,Area Code 870
556,72654,PO Box,Mountain Home,Baxter County,Area Code 870
557,72655,Standard,"Mount Judea, Bass",Newton County,Area Code 870
558,72657,Standard,Timbo,Stone County,Area Code 870
559,72658,Standard,"Norfork, Old Joe",Baxter County,Area Code 870
560,72659,Standard,Norfork,Baxter County,Area Code 870
561,72660,Standard,Oak Grove,Carroll County,Area Code 870
562,72661,Standard,"Oakland, Price Place",Marion County,Area Code 870
563,72662,Standard,Omaha,Boone County,Area Code 870
564,72663,Standard,Onia,Stone County,Area Code 870
565,72666,Standard,Parthenon,Newton County,Area Code 870
566,72668,Standard,Peel,Marion County,Area Code 870
567,72669,PO Box,Pindall,Searcy County,Area Code 870
568,72670,Standard,Ponca,Newton County,Area Code 870
569,72672,PO Box,Pyatt,Marion County,Area Code 870
570,72675,Standard,Saint Joe,Searcy County,Area Code 870
571,72677,PO Box,Summit,Marion County,Area Code 870
572,72679,Standard,Tilly,Pope County,
573,72680,Standard,"Timbo, Alco",Stone County,Area Code 870
574,72682,Standard,"Valley Springs, Bruno, Valley Spgs",Marion County,Area Code 870
575,72683,Standard,Vendor,Newton County,Area Code 870
576,72685,Standard,Western Grove,Newton County,Area Code 870
577,72686,Standard,Witts Springs,Searcy County,Area Code 870
578,72687,Standard,Yellville,Marion County,Area Code 870
579,72701,Standard,Fayetteville,Washington County,Area Code 479
580,72702,PO Box,Fayetteville,Washington County,Area Code 479
581,72703,Standard,Fayetteville,Washington County,Area Code 479
582,72704,Standard,"Fayetteville, Tontitown, Wheeler",Washington County,Area Code 479
583,72711,PO Box,Avoca,Benton County,Area Code 479
584,72712,Standard,Bentonville,Benton County,Area Code 479
585,72713,Standard,Bentonville,Benton County,
586,72714,Standard,Bella Vista,Benton County,Area Code 479
587,72715,Standard,Bella Vista,Benton County,Area Code 479
588,72716,Unique,Bentonville,Benton County,Area Code 479
589,72717,Standard,Canehill,Washington County,Area Code 479
590,72718,Standard,Cave Springs,Benton County,Area Code 479
591,72719,Standard,Centerton,Benton County,Area Code 479
592,72721,Standard,Combs,Madison County,
593,72722,Standard,Decatur,Benton County,Area Code 479
594,72727,Standard,Elkins,Washington County,Area Code 479
595,72728,PO Box,Elm Springs,Benton County,Area Code 479
596,72729,Standard,Evansville,Washington County,Area Code 479
597,72730,Standard,"Farmington, Fayetteville",Washington County,Area Code 479
598,72732,Standard,Garfield,Benton County,Area Code 479
599,72733,PO Box,Gateway,Benton County,Area Code 479
600,72734,Standard,"Gentry, Springtown",Benton County,Area Code 479
601,72735,PO Box,Goshen,Washington County,Area Code 479
602,72736,Standard,Gravette,Benton County,Area Code 479
603,72737,PO Box,Greenland,Washington County,Area Code 479
604,72738,Standard,Hindsville,Madison County,Area Code 479
605,72739,Standard,Hiwasse,Benton County,Area Code 479
606,72740,Standard,Huntsville,Madison County,Area Code 479
607,72741,PO Box,Johnson,Washington County,Area Code 479
608,72742,Standard,Kingston,Madison County,Area Code 870Area Code 479
609,72744,Standard,Lincoln,Washington County,Area Code 479
610,72745,Standard,Lowell,Benton County,Area Code 479
611,72747,Standard,Maysville,Benton County,Area Code 479
612,72749,Standard,Morrow,Washington County,Area Code 479
613,72751,Standard,Pea Ridge,Benton County,Area Code 479
614,72752,Standard,Pettigrew,Madison County,Area Code 479
615,72753,Standard,Prairie Grove,Washington County,Area Code 479
616,72756,Standard,"Rogers, Little Flock",Benton County,Area Code 479
617,72757,PO Box,Rogers,Benton County,Area Code 479
618,72758,Standard,Rogers,Benton County,Area Code 479
619,72760,Standard,Saint Paul,Madison County,Area Code 479
620,72761,Standard,"Siloam Springs, Siloam Spgs",Benton County,Area Code 479
621,72762,Standard,"Springdale, Tontitown",Washington County,Area Code 479
622,72764,Standard,"Springdale, Bethel Heights, Bethel Hts, Fayetteville",Washington County,Area Code 479
623,72765,PO Box,Springdale,Washington County,Area Code 479
624,72766,PO Box,Springdale,Washington County,Area Code 479
625,72768,Standard,"Sulphur Springs, Sulphur Spgs",Benton County,Area Code 479
626,72769,Standard,Summers,Washington County,Area Code 479
627,72770,PO Box,Tontitown,Washington County,Area Code 479
628,72773,Standard,Wesley,Madison County,Area Code 479
629,72774,Standard,West Fork,Washington County,Area Code 479
630,72776,Standard,Witter,Madison County,Area Code 479
631,72801,Standard,Russellville,Pope County,Area Code 479
632,72802,Standard,Russellville,Pope County,Area Code 479
633,72811,PO Box,Russellville,Pope County,Area Code 479
634,72812,PO Box,Russellville,Pope County,Area Code 479
635,72820,PO Box,Alix,Franklin County,Area Code 479
636,72821,Standard,"Altus, Wiederkehr Vg, Wiederkehr Village",Franklin County,Area Code 479
637,72823,Standard,"Atkins, Appleton, Blackwell",Pope County,Area Code 501Area Code 479
638,72824,Standard,Belleville,Yell County,Area Code 479
639,72826,PO Box,Blue Mountain,Logan County,Area Code 479
640,72827,Standard,Bluffton,Yell County,Area Code 479
641,72828,Standard,Briggsville,Yell County,Area Code 479
642,72829,PO Box,Centerville,Yell County,Area Code 479
643,72830,Standard,Clarksville,Johnson County,Area Code 479
644,72832,Standard,Coal Hill,Johnson County,Area Code 479
645,72833,Standard,Danville,Yell County,Area Code 479
646,72834,Standard,Dardanelle,Yell County,Area Code 479
647,72835,Standard,Delaware,Logan County,Area Code 479
648,72837,Standard,Dover,Pope County,Area Code 479
649,72838,Standard,Gravelly,Yell County,Area Code 479
650,72839,Standard,Hagarville,Johnson County,Area Code 479
651,72840,Standard,"Hartman, Hunt",Johnson County,Area Code 479
652,72841,Standard,Harvey,Scott County,Area Code 479
653,72842,Standard,"Havana, Waveland",Yell County,Area Code 479
654,72843,Standard,Hector,Pope County,Area Code 479
655,72845,Standard,Knoxville,Johnson County,Area Code 479
656,72846,Standard,Lamar,Johnson County,Area Code 479
657,72847,Standard,London,Pope County,Area Code 479
658,72851,Standard,New Blaine,Logan County,Area Code 479
659,72852,Standard,Oark,Johnson County,Area Code 479
660,72853,Standard,Ola,Yell County,Area Code 501Area Code 479
661,72854,Standard,Ozone,Johnson County,Area Code 479
662,72855,Standard,Paris,Logan County,Area Code 479
663,72856,Standard,Pelsor,Newton County,Area Code 870
664,72857,Standard,Plainview,Yell County,Area Code 479Area Code 501
665,72858,Standard,Pottsville,Pope County,Area Code 479
666,72860,Standard,Rover,Yell County,Area Code 501
667,72863,Standard,Scranton,Logan County,Area Code 479
668,72865,Standard,Subiaco,Logan County,Area Code 479
669,72901,Standard,Fort Smith,Sebastian County,Area Code 479
670,72902,PO Box,Fort Smith,Sebastian County,Area Code 479
671,72903,Standard,Fort Smith,Sebastian County,Area Code 479
672,72904,Standard,Fort Smith,Sebastian County,Area Code 479
673,72905,Unique,"Fort Smith, Fort Chaffee",Sebastian County,Area Code 479
674,72906,PO Box,Fort Smith,Sebastian County,Area Code 479
675,72908,Standard,Fort Smith,Sebastian County,Area Code 479
676,72913,PO Box,Fort Smith,Sebastian County,Area Code 479
677,72914,PO Box,Fort Smith,Sebastian County,Area Code 479
678,72916,Standard,"Fort Smith, Bonanza",Sebastian County,Area Code 479
679,72917,PO Box,Fort Smith,Sebastian County,Area Code 479
680,72918,PO Box,Fort Smith,Sebastian County,Area Code 479
681,72919,Unique,Fort Smith,Sebastian County,Area Code 479
682,72921,Standard,Alma,Crawford County,Area Code 479
683,72923,Standard,Barling,Sebastian County,Area Code 479
684,72926,Standard,Boles,Scott County,Area Code 479
685,72927,Standard,Booneville,Logan County,Area Code 479
686,72928,Standard,Branch,Franklin County,Area Code 479
687,72930,Standard,Cecil,Franklin County,Area Code 479
688,72932,Standard,Cedarville,Crawford County,Area Code 479
689,72933,Standard,Charleston,Franklin County,Area Code 479
690,72934,Standard,Chester,Crawford County,Area Code 479
691,72935,PO Box,Dyer,Crawford County,Area Code 479
692,72936,Standard,Greenwood,Sebastian County,Area Code 479
693,72937,Standard,Hackett,Sebastian County,Area Code 479
694,72938,Standard,Hartford,Sebastian County,Area Code 479
695,72940,Standard,Huntington,Sebastian County,Area Code 479
696,72941,Standard,"Lavaca, Central City",Sebastian County,Area Code 479
697,72943,Standard,Magazine,Logan County,Area Code 479
698,72944,Standard,Mansfield,Sebastian County,Area Code 479
699,72945,PO Box,Midland,Sebastian County,Area Code 479
700,72946,Standard,Mountainburg,Crawford County,Area Code 479
701,72947,Standard,Mulberry,Crawford County,Area Code 479
702,72948,Standard,Natural Dam,Crawford County,Area Code 479
703,72949,Standard,Ozark,Franklin County,Area Code 479
704,72950,Standard,Parks,Scott County,Area Code 479
705,72951,Standard,Ratcliff,Logan County,Area Code 479
706,72952,Standard,Rudy,Crawford County,Area Code 479
707,72955,Standard,Uniontown,Crawford County,Area Code 479
708,72956,Standard,Van Buren,Crawford County,Area Code 479
709,72957,PO Box,Van Buren,Crawford County,Area Code 479
710,72958,Standard,"Waldron, Bates",Scott County,Area Code 479
711,72959,Standard,Winslow,Washington County,Area Code 479
