,zipcode,type,commoncity,county,areacode
2570,96061,Standard,Mill Creek,Tehama County,Area Code 530
2571,96062,Standard,Millville,Shasta County,Area Code 530
2572,96063,PO Box,Mineral,Tehama County,Area Code 530
2573,96064,Standard,Montague,Siskiyou County,Area Code 530
2574,96065,Standard,"Montgomery Creek, Montgomry Crk",Shasta County,Area Code 530
2575,96067,Standard,Mount Shasta,Siskiyou County,Area Code 530
2576,96068,PO Box,Nubieber,Lassen County,Area Code 530
2577,96069,Standard,Oak Run,Shasta County,Area Code 530
2578,96070,PO Box,"Obrien, Lakehead",Shasta County,Area Code 530
2579,96071,Standard,Old Station,Shasta County,Area Code 530
2580,96073,Standard,Palo Cedro,Shasta County,Area Code 530
2581,96074,PO Box,Paskenta,Tehama County,Area Code 530
2582,96075,Standard,Paynes Creek,Tehama County,Area Code 530
2583,96076,Standard,"Platina, Wildwood",Trinity County,
2584,96078,PO Box,Proberta,Tehama County,Area Code 530
2585,96079,PO Box,"Shasta Lake, Central Valley, Central Vly, Project Cit...",Shasta County,Area Code 530
2586,96080,Standard,Red Bluff,Tehama County,Area Code 530
2587,96084,PO Box,"Round Mountain, Round Mtn",Shasta County,Area Code 530
2588,96085,Standard,Scott Bar,Siskiyou County,Area Code 530
2589,96086,Standard,Seiad Valley,Siskiyou County,Area Code 530
2590,96087,PO Box,Shasta,Shasta County,Area Code 530
2591,96088,Standard,Shingletown,Shasta County,Area Code 530
2592,96089,PO Box,"Shasta Lake, Summit City",Shasta County,Area Code 530
2593,96090,PO Box,Tehama,Tehama County,Area Code 530
2594,96091,Standard,"Trinity Center, Trinity Ctr",Trinity County,Area Code 530
2595,96092,PO Box,Vina,Tehama County,Area Code 530
2596,96093,PO Box,Weaverville,Trinity County,
2597,96094,Standard,"Weed, Edgewood, Hammond Ranch",Siskiyou County,Area Code 530
2598,96095,PO Box,Whiskeytown,Shasta County,Area Code 530
2599,96096,Standard,Whitmore,Shasta County,Area Code 530
2600,96097,Standard,Yreka,Siskiyou County,Area Code 530
2601,96099,PO Box,Redding,Shasta County,Area Code 530
2602,96101,Standard,Alturas,Modoc County,Area Code 530
2603,96103,Standard,"Blairsden Graeagle, Blairsden, Blrsdn Greagl, Cromberg, Grae...",Plumas County,Area Code 530
2604,96104,Standard,Cedarville,Modoc County,Area Code 530
2605,96105,Standard,Chilcoot,Plumas County,Area Code 530
2606,96106,PO Box,Clio,Plumas County,Area Code 530
2607,96107,Standard,Coleville,Mono County,Area Code 530
2608,96108,Standard,Davis Creek,Modoc County,Area Code 530
2609,96109,Standard,Doyle,Lassen County,Area Code 530
2610,96110,PO Box,Eagleville,Modoc County,Area Code 530
2611,96111,PO Box,Floriston,Sierra County,Area Code 530
2612,96112,Standard,Fort Bidwell,Modoc County,Area Code 530
2613,96113,PO Box,Herlong,Lassen County,Area Code 530
2614,96114,Standard,Janesville,Lassen County,Area Code 530
2615,96115,Standard,Lake City,Modoc County,Area Code 530
2616,96116,PO Box,Likely,Modoc County,Area Code 530
2617,96117,Standard,Litchfield,Lassen County,Area Code 530
2618,96118,Standard,Loyalton,Sierra County,Area Code 530
2619,96119,PO Box,Madeline,Lassen County,Area Code 530
2620,96120,Standard,"Markleeville, Hope Valley",Alpine County,Area Code 530
2621,96121,Standard,Milford,Lassen County,Area Code 530
2622,96122,Standard,Portola,Plumas County,Area Code 530
2623,96123,Standard,Ravendale,Lassen County,Area Code 530
2624,96124,Standard,"Calpine, Sattley",Sierra County,Area Code 530
2625,96125,Standard,Sierra City,Sierra County,Area Code 530
2626,96126,PO Box,Sierraville,Sierra County,Area Code 530
2627,96127,PO Box,Susanville,Lassen County,Area Code 530
2628,96128,Standard,Standish,Lassen County,Area Code 530
2629,96129,Standard,"Beckwourth, Portola",Plumas County,Area Code 530
2630,96130,Standard,Susanville,Lassen County,Area Code 530
2631,96132,Standard,Termo,Lassen County,Area Code 530
2632,96133,Standard,Topaz,Mono County,
2633,96134,Standard,"Tulelake, Newell, Tionesta",Siskiyou County,Area Code 530
2634,96135,PO Box,Vinton,Plumas County,Area Code 530
2635,96136,Standard,Wendel,Lassen County,Area Code 530
2636,96137,Standard,"Westwood, Lake Almanor",Lassen County,Area Code 530
2637,96140,PO Box,Carnelian Bay,Placer County,
2638,96141,PO Box,Homewood,Placer County,
2639,96142,PO Box,Tahoma,El Dorado County,
2640,96143,PO Box,Kings Beach,Placer County,
2641,96145,PO Box,"Tahoe City, Alpine Mdws, Alpine Meadows",Placer County,
2642,96146,Standard,"Olympic Valley, Alpine Mdws, Alpine Meadows, Olympic Vly...",Placer County,Area Code 530
2643,96148,PO Box,Tahoe Vista,Placer County,
2644,96150,Standard,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2645,96151,PO Box,"South Lake Tahoe, Fallen Leaf, S Lake Tahoe",El Dorado County,Area Code 530
2646,96152,PO Box,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2647,96154,PO Box,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2648,96155,PO Box,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2649,96156,PO Box,"South Lake Tahoe, S Lake Tahoe",Alpine County,Area Code 530
2650,96157,PO Box,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2651,96158,PO Box,"South Lake Tahoe, S Lake Tahoe",El Dorado County,Area Code 530
2652,96160,PO Box,Truckee,Nevada County,Area Code 530
2653,96161,Standard,"Truckee, Northstar",Nevada County,Area Code 530
2654,96162,PO Box,Truckee,Placer County,Area Code 530
